osm_id,osm_type,category,name,name_zh,name_en,brand,opening_hours,wheelchair,air_conditioning,latitude,longitude
1078771171,way,food_and_drink,三山商號功夫刈包,三山商號功夫刈包,,,,,,23.5647249,119.4794741
1078820817,way,shelter,Tanpa Nama,,,,,,,23.5941982,119.5837946
1078855375,way,food_and_drink,清心飲食店,清心飲食店,,,,,,23.6003199,119.5096071
1078855385,way,food_and_drink,西嶼餐廳,西嶼餐廳,,,,,,23.5986253,119.5054095
1078866064,way,shelter,Tanpa Nama,,,,,,,23.5946768,119.5146967
1078866069,way,shelter,Tanpa Nama,,,,,,,23.5945181,119.5169926
1078866070,way,shelter,Tanpa Nama,,,,,,,23.5944356,119.5170707
1078874293,way,shelter,Tanpa Nama,,,,,,,23.6500976,119.5187934
1078941024,way,shelter,Tanpa Nama,,,,,,,23.6675866,119.5751903
1078941038,way,convenience_store,全家便利商店,全家便利商店,FamilyMart,全家便利商店,,,,23.6585406,119.5556239
1078941818,way,shelter,Tanpa Nama,,,,,,,23.6562243,119.5563482
1078992961,way,shelter,Tanpa Nama,,,,,,,23.6565302,119.5562944
1078992962,way,shelter,Tanpa Nama,,,,,,,23.6565656,119.5562256
1078992963,way,shelter,Tanpa Nama,,,,,,,23.6566121,119.556135
1078992965,way,tourist_attraction,後寮許謀古厝,後寮許謀古厝,,,,,,23.666511,119.5762788
1079151575,way,shelter,機車停車場,機車停車場,,,,,,23.6704261,119.5708173
1079151577,way,tourist_attraction,Tanpa Nama,,,,,,,23.6734921,119.5758804
1080156393,way,shelter,Tanpa Nama,,,,,,,23.580755,119.5110883
1080157554,way,tourist_attraction,永成古厝,永成古厝,,,,,,23.6387482,119.5295526
1080157556,way,tourist_attraction,Tanpa Nama,,,,,,,23.6386257,119.5295209
1080157557,way,tourist_attraction,Tanpa Nama,,,,,,,23.6384842,119.529467
1080158343,way,convenience_store,7-Eleven,7-Eleven,,7-Eleven,,,,23.6370754,119.5285285
1080286993,way,shelter,蛇頭山遊憩區,蛇頭山遊憩區,,,,,,23.5502065,119.5477343
1093500110,way,tourist_attraction,澎湖跨海大橋,澎湖跨海大橋,Penghu Great Bridge,,,,,23.6487336,119.5472223
1100625545,way,shelter,不要亭,不要亭,,,,,,23.2555531,119.6682104
1100625546,way,shelter,Tanpa Nama,,,,,,,23.2547488,119.667458
1167657359,way,shelter,Tanpa Nama,,,,,,,23.1967953,119.4295745
